,序号,提交答卷时间,所用时间,来源,来源详情,来自IP,1（1）典型男性姓名1：,（2）我认为该姓名1代表男性的典型程度:,2（1）典型男性姓名2：,（2）我认为该姓名2代表男性的典型程度:,3（1）典型男性姓名3：,（2）我认为该姓名3代表男性的典型程度:,"（二）请写出三个典型女性姓名，并评价每个姓名的典型性程度。
4（1）典型女性姓名1：",（2）我认为该姓名1代表女性的典型程度:,5（1）典型女性姓名2：,（2）我认为该姓名2代表女性的典型程度:,6（1）典型女性姓名3：,（2）我认为该姓名3代表女性的典型程度:,1（1）典型男性行为1：,（2）我认为该行为1代表男性的典型程度:,（3）我认为该行为1的积极程度,2（1）典型男性行为2：,（2）我认为该行为2代表男性的典型程度:,（3）我认为该行为2的积极程度,3（1）典型男性行为3：,（2）我认为该行为3代表男性的典型程度:,（3）我认为该行为3的积极程度,"（二）请写出三个典型女性行为，并评价每个行为的典型性程度和积极程度。
4（1）典型女性行为1：",（2）我认为该行为1代表女性的典型程度:,（3）我认为该行为1的积极程度.1,5（1）典型女性行为2：,（2）我认为该行为2代表女性的典型程度:,（3）我认为该行为2的积极程度.1,6（1）典型女性行为3：,（2）我认为该行为3代表女性的典型程度:,（3）我认为该行为3的积极程度.1,"（三）请写出你认为最受欢迎和最不能容忍的典型男性行为。
1. 我认为最受欢迎的典型男性行为是",2. 我认为最不能容忍的典型男性行为是,"（四）请写出你认为最受欢迎和最不能容忍的典型女性行为。
1. 我认为最受欢迎的典型女性行为是",2. 我认为最不能容忍的典型女性行为是,1（1）典型男性特质1：,（2）我认为该特质1代表男性的典型程度:,（3）我认为该特质1的积极程度,2（1）典型男性特质2：,（2）我认为该特质2代表男性的典型程度:,（3）我认为该特质2的积极程度,3（1）典型男性特质3：,（2）我认为该特质3代表男性的典型程度:,（3）我认为该特质3的积极程度,"（二）请写出三个典型女性特质，并评价每个特质的典型性程度和积极程度。
4（1）典型女性特质1：",（2）我认为该特质1代表女性的典型程度:,（3）我认为该特质1的积极程度.1,5（1）典型女性特质2：,（2）我认为该特质2代表女性的典型程度:,（3）我认为该特质2的积极程度.1,6（1）典型女性特质3：,（2）我认为该特质3代表女性的典型程度:,（3）我认为该特质3的积极程度.1,"（三）请写出你认为最受欢迎和最不能容忍的典型男性特质。
1. 我认为最受欢迎的典型男性特质是",2. 我认为最不能容忍的典型男性特质是,"（四）请写出你认为最受欢迎和最不能容忍的典型女性特质。
1. 我认为最受欢迎的典型女性特质是",2. 我认为最不能容忍的典型女性特质是,1. 我的性别,2. 我的年龄,3. 我的受教育水平,4. 我觉得自己在社会中的阶层等级：（1表示最底层，10表示最高层，请打分）
242,243,2020/10/30 16:52:00,728秒,手机提交,直接访问,183.95.248.132(湖北-武汉),817,0.21428571428571427,10,0.25,1218,0.17857142857142858,985,0.21428571428571427,1372,0.17857142857142858,71,0.17857142857142858,15,0.21428571428571427,5有些积极,456,0.21428571428571427,1非常消极,3,0.25,4一般,166,0.21428571428571427,5有些积极,43,0.21428571428571427,6比较积极,18,0.25,4一般,尊重女性,猥琐粗鲁说脏话,温柔待人,不自爱,73,0.21428571428571427,1非常消极,450,0.21428571428571427,7非常积极,7,0.21428571428571427,1非常消极,5,0.21428571428571427,7非常积极,830,0.17857142857142858,7非常积极,857,0.17857142857142858,6比较积极,暖男,花心,开朗活泼,水性杨花,女性,18,本科,6
243,244,2020/10/30 16:52:00,756秒,手机提交,直接访问,223.104.20.79(湖北-武汉),193,0.25,424,0.25,427,0.25,54,0.25,1506,0.10714285714285714,1518,0.10714285714285714,482,0.21428571428571427,4一般,790,0.17857142857142858,2比较消极,976,0.10714285714285714,4一般,24,0.17857142857142858,4一般,982,0.10714285714285714,2比较消极,865,0.17857142857142858,2比较消极,展现体育或英语的才能,扭扭捏捏,懂礼貌,傲慢,711,0.17857142857142858,4一般,683,0.17857142857142858,4一般,724,0.17857142857142858,5有些积极,3,0.17857142857142858,4一般,842,0.17857142857142858,4一般,852,0.17857142857142858,5有些积极,有特殊才能,扭捏,懂礼貌,傲慢,男性,18,本科,8
244,245,2020/10/30 16:52:04,740秒,手机提交,直接访问,171.82.99.102(湖北-武汉),1200,0.17857142857142858,7,0.25,1191,0.17857142857142858,561,0.25,655,0.25,662,0.25,522,0.21428571428571427,2比较消极,897,0.14285714285714285,6比较积极,559,0.21428571428571427,4一般,0,0.25,5有些积极,11,0.25,4一般,43,0.21428571428571427,4一般,击剑,女装,化妆,追星,113,0.21428571428571427,6比较积极,896,0.14285714285714285,7非常积极,45,0.21428571428571427,7非常积极,17,0.21428571428571427,7非常积极,0,0.25,7非常积极,4,0.21428571428571427,5有些积极,坚毅,软弱,温柔,易怒,男性,18,本科,1
245,246,2020/10/30 16:52:07,704秒,微信,,218.197.142.4(湖北-武汉),66,0.21428571428571427,1418,0.14285714285714285,1184,0.17857142857142858,1136,0.21428571428571427,1092,0.21428571428571427,700,0.25,2,0.25,4一般,978,0.10714285714285714,3有些消极,3,0.21428571428571427,4一般,6,0.25,4一般,0,0.25,6比较积极,38,0.17857142857142858,4一般,打游戏,抽烟,化妆,购物,2,0.14285714285714285,7非常积极,89,0.14285714285714285,7非常积极,221,0.17857142857142858,7非常积极,10,0.17857142857142858,6比较积极,280,0.17857142857142858,1非常消极,21,0.07142857142857142,7非常积极,勇敢,怂,独立,绿茶,男性,17,本科,4
246,247,2020/10/30 16:52:09,628秒,手机提交,直接访问,183.92.251.246(湖北-武汉),91,0.25,0,0.25,12,0.25,491,0.25,1438,0.14285714285714285,21,0.14285714285714285,5,0.25,7非常积极,2,0.25,7非常积极,35,0.25,7非常积极,0,0.25,7非常积极,183,0.17857142857142858,5有些积极,11,0.25,7非常积极,打篮球,好色,化妆,阴阳怪气,366,0.25,6比较积极,159,0.25,6比较积极,85,0.21428571428571427,5有些积极,39,0.25,7非常积极,598,0.21428571428571427,6比较积极,241,0.21428571428571427,6比较积极,温柔,邋遢,温柔,粗鲁,男性,17,本科,9
247,248,2020/10/30 16:52:19,763秒,手机提交,直接访问,117.136.52.240(湖北-武汉),1381,0.14285714285714285,1414,0.14285714285714285,341,0.25,612,0.25,747,0.25,210,0.25,3,0.17857142857142858,5有些积极,899,0.14285714285714285,4一般,5,0.17857142857142858,6比较积极,9,0.17857142857142858,5有些积极,0,0.21428571428571427,5有些积极,624,0.21428571428571427,6比较积极,狂欢,打架,跳舞,骂人,189,0.17857142857142858,5有些积极,690,0.17857142857142858,5有些积极,141,0.21428571428571427,6比较积极,0,0.21428571428571427,6比较积极,213,0.21428571428571427,6比较积极,33,0.21428571428571427,6比较积极,责任心,粗暴,心思细腻,抽烟,男性,18,本科,3
248,249,2020/10/30 16:52:19,739秒,手机提交,直接访问,223.104.20.224(湖北-武汉),1409,0.14285714285714285,863,0.21428571428571427,1491,0.10714285714285714,1274,0.17857142857142858,54,0.25,71,0.21428571428571427,1,0.25,2比较消极,3,0.25,4一般,5,0.25,7非常积极,0,0.25,6比较积极,4,0.25,2比较消极,6,0.25,4一般,打篮球,抽烟,适时，适度的化妆,逛街,90,0.14285714285714285,7非常积极,331,0.25,7非常积极,150,0.14285714285714285,4一般,3,0.17857142857142858,5有些积极,52,0.14285714285714285,6比较积极,4,0.14285714285714285,4一般,外向,粗暴,爱干净,傲娇,男性,19,本科,7
249,250,2020/10/30 16:52:21,779秒,手机提交,直接访问,223.104.20.24(湖北-武汉),364,0.25,229,0.25,469,0.25,237,0.21428571428571427,654,0.25,560,0.25,3,0.21428571428571427,4一般,55,0.21428571428571427,6比较积极,5,0.25,7非常积极,0,0.25,7非常积极,84,0.25,7非常积极,610,0.21428571428571427,4一般,做啥事都认真,妄自尊大,卖萌,抽烟,7,0.21428571428571427,4一般,507,0.21428571428571427,6比较积极,498,0.21428571428571427,7非常积极,60,0.21428571428571427,6比较积极,646,0.21428571428571427,3有些消极,104,0.21428571428571427,6比较积极,胆子大,犹豫不决,腼腆,拖拉,男性,18,本科,5
250,251,2020/10/30 16:52:23,775秒,手机提交,直接访问,223.104.20.193(湖北-武汉),383,0.25,1252,0.17857142857142858,1225,0.17857142857142858,1064,0.21428571428571427,770,0.25,1113,0.21428571428571427,2,0.17857142857142858,4一般,585,0.21428571428571427,6比较积极,5,0.17857142857142858,7非常积极,4,0.17857142857142858,6比较积极,951,0.14285714285714285,6比较积极,965,0.14285714285714285,5有些积极,乐于助人,背后诋毁他人,乐于助人,矫揉造作,152,0.17857142857142858,4一般,103,0.17857142857142858,7非常积极,538,0.21428571428571427,5有些积极,0,0.21428571428571427,7非常积极,5,0.21428571428571427,6比较积极,825,0.17857142857142858,7非常积极,热情,自私,热情,心机,男性,18,本科,5
251,252,2020/10/30 16:52:25,640秒,手机提交,直接访问,183.92.248.124(湖北-武汉),348,0.25,326,0.25,956,0.21428571428571427,19,0.25,724,0.25,606,0.25,37,0.21428571428571427,2比较消极,787,0.17857142857142858,5有些积极,141,0.21428571428571427,2比较消极,42,0.21428571428571427,3有些消极,0,0.25,5有些积极,644,0.21428571428571427,4一般,伸张正义,猥亵,关心,絮絮叨叨,437,0.21428571428571427,6比较积极,49,0.17857142857142858,4一般,474,0.21428571428571427,5有些积极,0,0.21428571428571427,6比较积极,796,0.17857142857142858,3有些消极,3,0.21428571428571427,6比较积极,勇敢,不爱卫生,温柔知性,尖刻,男性,18,本科,2
252,253,2020/10/30 16:52:27,765秒,手机提交,直接访问,117.136.81.157(湖北-武汉),142,0.25,385,0.25,1214,0.17857142857142858,210,0.17857142857142858,1360,0.17857142857142858,767,0.25,2,0.21428571428571427,4一般,82,0.21428571428571427,1非常消极,195,0.17857142857142858,5有些积极,0,0.25,3有些消极,43,0.21428571428571427,4一般,18,0.25,4一般,温柔,抽烟,能体贴别人,太斤斤计较,220,0.21428571428571427,6比较积极,250,0.14285714285714285,4一般,764,0.17857142857142858,6比较积极,3,0.25,5有些积极,1,0.17857142857142858,7非常积极,185,0.25,4一般,温柔,脾气大,温柔,阴阳怪气,男性,18,本科,6
253,254,2020/10/30 16:52:28,732秒,手机提交,直接访问,119.103.136.108(湖北-武汉),872,0.21428571428571427,809,0.21428571428571427,854,0.21428571428571427,790,0.25,1057,0.21428571428571427,1081,0.21428571428571427,5,0.25,6比较积极,298,0.25,7非常积极,730,0.17857142857142858,6比较积极,4,0.21428571428571427,6比较积极,6,0.21428571428571427,6比较积极,0,0.25,6比较积极,玩乐器,打架,心思细腻,作,453,0.21428571428571427,6比较积极,57,0.21428571428571427,6比较积极,49,0.17857142857142858,6比较积极,33,0.21428571428571427,6比较积极,4,0.25,7非常积极,0,0.17857142857142858,5有些积极,好奇心强,蛮横,温柔,自以为是,男性,18,本科,6
254,255,2020/10/30 16:52:31,707秒,手机提交,直接访问,218.197.142.18(湖北-武汉),328,0.25,361,0.25,94,0.25,565,0.25,487,0.25,146,0.25,484,0.21428571428571427,5有些积极,2,0.21428571428571427,6比较积极,12,0.21428571428571427,6比较积极,25,0.25,7非常积极,170,0.21428571428571427,6比较积极,6,0.21428571428571427,6比较积极,大方,自私,大方,无理取闹,473,0.21428571428571427,6比较积极,76,0.17857142857142858,5有些积极,899,0.14285714285714285,4一般,51,0.21428571428571427,6比较积极,76,0.14285714285714285,4一般,619,0.21428571428571427,6比较积极,细心,虎了吧唧,细心,虎了吧唧,男性,18,本科,6
255,256,2020/10/30 16:52:33,795秒,手机提交,直接访问,218.197.142.11(湖北-武汉),948,0.21428571428571427,2,0.21428571428571427,1392,0.14285714285714285,154,0.25,1178,0.21428571428571427,1060,0.21428571428571427,1,0.21428571428571427,2比较消极,2,0.21428571428571427,6比较积极,5,0.21428571428571427,7非常积极,25,0.21428571428571427,6比较积极,170,0.21428571428571427,7非常积极,0,0.25,7非常积极,打篮球,智障,可爱,自私,472,0.21428571428571427,6比较积极,76,0.21428571428571427,6比较积极,250,0.21428571428571427,4一般,51,0.21428571428571427,6比较积极,76,0.21428571428571427,6比较积极,207,0.21428571428571427,6比较积极,细心,海王,可爱,小气,女性,17,本科,6
256,257,2020/10/30 16:52:33,655秒,手机提交,直接访问,218.197.142.8(湖北-武汉),0,0.21428571428571427,34,0.17857142857142858,202,0.21428571428571427,255,0.25,9,0.25,8,0.17857142857142858,140,0.21428571428571427,4一般,68,0.21428571428571427,6比较积极,197,0.14285714285714285,3有些消极,653,0.21428571428571427,3有些消极,91,0.17857142857142858,4一般,983,0.10714285714285714,3有些消极,有保护他人的欲望 担当自己应负的责任,邋遢 大男子主义,做事有个度（比如化妆撒娇）,做作,96,0.14285714285714285,7非常积极,85,0.17857142857142858,3有些消极,158,0.14285714285714285,3有些消极,788,0.17857142857142858,4一般,84,0.17857142857142858,3有些消极,968,0.14285714285714285,2比较消极,有教养,邋遢,体贴,做作,男性,18,本科,6
257,258,2020/10/30 16:52:35,787秒,手机提交,直接访问,117.136.52.165(湖北-武汉),316,0.25,231,0.17857142857142858,879,0.21428571428571427,8,0.17857142857142858,224,0.21428571428571427,1354,0.17857142857142858,1,0.21428571428571427,4一般,3,0.17857142857142858,4一般,58,0.21428571428571427,1非常消极,9,0.21428571428571427,4一般,634,0.21428571428571427,1非常消极,934,0.14285714285714285,1非常消极,绅士,赌博,恪守妇道,表里不一,494,0.21428571428571427,6比较积极,172,0.21428571428571427,4一般,30,0.14285714285714285,2比较消极,594,0.21428571428571427,1非常消极,78,0.21428571428571427,1非常消极,581,0.21428571428571427,1非常消极,绅士,脏,自尊,矫情,男性,18,本科,1
258,259,2020/10/30 16:52:36,797秒,手机提交,直接访问,218.197.142.9(湖北-武汉),177,0.25,481,0.25,43,0.17857142857142858,46,0.25,542,0.25,1509,0.10714285714285714,5,0.25,7非常积极,15,0.25,5有些积极,141,0.21428571428571427,1非常消极,43,0.25,7非常积极,436,0.25,3有些消极,18,0.25,6比较积极,绅士,抽烟 说脏话,一起八卦,背地说坏话,471,0.21428571428571427,3有些消极,510,0.21428571428571427,6比较积极,7,0.21428571428571427,5有些积极,414,0.25,3有些消极,33,0.25,5有些积极,858,0.17857142857142858,7非常积极,温柔,直男,细腻,讲暗话,女性,18,本科,8
259,260,2020/10/30 16:52:38,253秒,手机提交,直接访问,119.103.31.22(湖北-武汉),0,0.21428571428571427,208,0.21428571428571427,251,0.21428571428571427,8,0.21428571428571427,190,0.21428571428571427,82,0.21428571428571427,1,0.21428571428571427,6比较积极,3,0.21428571428571427,6比较积极,36,0.21428571428571427,6比较积极,13,0.21428571428571427,6比较积极,650,0.21428571428571427,6比较积极,0,0.21428571428571427,6比较积极,微笑,自以为是,微笑,自以为是,29,0.21428571428571427,6比较积极,517,0.21428571428571427,6比较积极,249,0.21428571428571427,6比较积极,111,0.21428571428571427,6比较积极,214,0.21428571428571427,6比较积极,93,0.21428571428571427,6比较积极,帅气,自以为是,笑,做作,男性,19,本科,10
260,261,2020/10/30 16:52:43,777秒,手机提交,直接访问,223.104.20.70(湖北-武汉),10,0.25,910,0.21428571428571427,844,0.21428571428571427,1153,0.21428571428571427,590,0.25,19,0.21428571428571427,236,0.25,6比较积极,195,0.17857142857142858,7非常积极,127,0.21428571428571427,4一般,697,0.21428571428571427,3有些消极,0,0.25,6比较积极,657,0.21428571428571427,6比较积极,阴阳怪气,蛮横,化妆打扮,不修边幅,27,0.21428571428571427,7非常积极,18,0.21428571428571427,7非常积极,435,0.21428571428571427,7非常积极,1059,0.03571428571428571,7非常积极,65,0.14285714285714285,7非常积极,5,0.14285714285714285,6比较积极,秀气,壮,漂亮,肥胖,男性,20,本科,3
261,262,2020/10/30 16:52:52,807秒,手机提交,直接访问,218.197.142.12(湖北-武汉),468,0.25,0,0.25,882,0.21428571428571427,552,0.25,1015,0.21428571428571427,995,0.21428571428571427,550,0.21428571428571427,6比较积极,8,0.25,1非常消极,1,0.25,1非常消极,0,0.25,5有些积极,4,0.25,4一般,21,0.21428571428571427,4一般,健身,抽烟,化妆,无理取闹,86,0.25,6比较积极,2,0.17857142857142858,7非常积极,54,0.25,1非常消极,0,0.21428571428571427,7非常积极,204,0.25,3有些消极,38,0.21428571428571427,7非常积极,勇敢,娘,温柔,不讲道理,男性,18,本科,6
262,263,2020/10/30 16:52:56,753秒,手机提交,直接访问,218.197.142.5(湖北-武汉),1401,0.14285714285714285,105,0.14285714285714285,969,0.21428571428571427,1291,0.17857142857142858,1271,0.17857142857142858,58,0.17857142857142858,350,0.25,7非常积极,55,0.14285714285714285,4一般,588,0.03571428571428571,4一般,392,0.25,7非常积极,54,0.17857142857142858,6比较积极,0,0.21428571428571427,2比较消极,帮助女生,同性恋,温柔,还真不知道,923,0.14285714285714285,5有些积极,1001,0.10714285714285714,6比较积极,300,0.10714285714285714,4一般,290,0.10714285714285714,2比较消极,0,0.10714285714285714,6比较积极,40,0.14285714285714285,5有些积极,大方,欺负人,善良,斤斤计较,男性,18,本科,4
263,264,2020/10/30 16:52:57,752秒,手机提交,直接访问,183.92.249.185(湖北-武汉),207,0.21428571428571427,248,0.17857142857142858,1264,0.17857142857142858,1283,0.17857142857142858,1451,0.14285714285714285,1524,0.10714285714285714,1,0.25,3有些消极,3,0.21428571428571427,2比较消极,58,0.17857142857142858,1非常消极,65,0.17857142857142858,4一般,0,0.25,5有些积极,843,0.17857142857142858,2比较消极,有钱大方,不体贴,大方，不小家子气,究看脸,32,0.17857142857142858,7非常积极,114,0.25,5有些积极,868,0.14285714285714285,7非常积极,832,0.17857142857142858,6比较积极,849,0.17857142857142858,2比较消极,147,0.17857142857142858,4一般,有钱慷慨,喜欢赚便宜,大方,特矫情,男性,18,本科,3
264,265,2020/10/30 16:52:59,784秒,手机提交,直接访问,218.197.142.13(湖北-武汉),1,0.21428571428571427,4,0.25,0,0.25,109,0.25,71,0.21428571428571427,1158,0.21428571428571427,1,0.25,2比较消极,3,0.21428571428571427,4一般,770,0.17857142857142858,4一般,4,0.25,5有些积极,400,0.25,2比较消极,0,0.25,6比较积极,锻炼,抽烟,精致的打扮,抽烟,11,0.25,7非常积极,43,0.25,7非常积极,349,0.25,6比较积极,0,0.21428571428571427,7非常积极,14,0.21428571428571427,7非常积极,1,0.21428571428571427,7非常积极,有担当,无责任心,温柔,矫揉造作,男性,18,本科,6
265,266,2020/10/30 16:53:04,790秒,手机提交,直接访问,117.136.81.139(湖北-武汉),306,0.25,371,0.25,387,0.25,1023,0.21428571428571427,1170,0.21428571428571427,541,0.25,218,0.25,6比较积极,82,0.25,2比较消极,94,0.21428571428571427,4一般,0,0.25,4一般,852,0.17857142857142858,4一般,9,0.25,1非常消极,help,对女性冷暴力,笑,矫揉造作,535,0.21428571428571427,4一般,495,0.21428571428571427,7非常积极,9,0.14285714285714285,7非常积极,254,0.14285714285714285,7非常积极,94,0.25,4一般,572,0.21428571428571427,4一般,阳关幽默责任感,虚伪,温柔,做作,男性,18,本科,2
266,267,2020/10/30 16:53:07,778秒,手机提交,直接访问,183.95.248.98(湖北-武汉),95,0.21428571428571427,1535,0.07142857142857142,1481,0.10714285714285714,1453,0.14285714285714285,755,0.25,581,0.25,151,0.25,4一般,779,0.17857142857142858,5有些积极,776,0.17857142857142858,3有些消极,833,0.17857142857142858,7非常积极,60,0.14285714285714285,4一般,713,0.21428571428571427,5有些积极,篮球比赛身体对抗三步上篮,无节制抽烟,淑女,装混混,760,0.17857142857142858,6比较积极,188,0.17857142857142858,5有些积极,898,0.14285714285714285,6比较积极,186,0.25,6比较积极,791,0.17857142857142858,5有些积极,793,0.17857142857142858,1非常消极,绅士的,懒散的,温婉可人,水性杨花,男性,18,本科,5
267,268,2020/10/30 16:53:08,746秒,手机提交,直接访问,218.197.142.17(湖北-武汉),422,0.25,321,0.25,894,0.21428571428571427,538,0.25,611,0.25,732,0.25,10,0.21428571428571427,4一般,528,0.21428571428571427,3有些消极,542,0.21428571428571427,7非常积极,0,0.25,7非常积极,405,0.25,7非常积极,682,0.21428571428571427,7非常积极,乐于助人,猥琐尾随,文雅大方,酗酒,1028,0.07142857142857142,6比较积极,716,0.17857142857142858,6比较积极,42,0.21428571428571427,5有些积极,635,0.21428571428571427,6比较积极,636,0.21428571428571427,6比较积极,40,0.21428571428571427,6比较积极,抽烟,不抽烟,善良,不善良,男性,17,本科,8
268,269,2020/10/30 16:53:08,829秒,手机提交,直接访问,117.136.52.228(湖北-武汉),0,0.25,900,0.21428571428571427,1420,0.14285714285714285,1463,0.14285714285714285,1323,0.17857142857142858,42,0.21428571428571427,2,0.25,4一般,14,0.21428571428571427,6比较积极,3,0.21428571428571427,4一般,0,0.25,4一般,6,0.21428571428571427,4一般,960,0.14285714285714285,4一般,打游戏,抽烟,唱歌,绿茶,221,0.21428571428571427,4一般,2,0.21428571428571427,6比较积极,10,0.21428571428571427,4一般,10,0.21428571428571427,4一般,651,0.21428571428571427,4一般,6,0.21428571428571427,4一般,勇敢,软弱,善良,高傲,男性,17,本科,7
269,270,2020/10/30 16:53:17,808秒,手机提交,直接访问,117.136.52.216(湖北-武汉),1238,0.17857142857142858,174,0.25,192,0.25,680,0.25,1033,0.21428571428571427,782,0.25,2,0.21428571428571427,5有些积极,12,0.17857142857142858,6比较积极,111,0.25,4一般,618,0.21428571428571427,3有些消极,62,0.21428571428571427,4一般,680,0.21428571428571427,5有些积极,帮忙搬东西,持强凌弱,容易同情心泛滥,背地里污蔑别人,49,0.17857142857142858,5有些积极,54,0.17857142857142858,3有些消极,106,0.17857142857142858,3有些消极,0,0.21428571428571427,6比较积极,17,0.21428571428571427,6比较积极,146,0.21428571428571427,6比较积极,专注,猥琐,温柔,易变心,男性,18,本科,5
270,271,2020/10/30 16:53:23,804秒,手机提交,直接访问,218.197.142.12(湖北-武汉),95,0.21428571428571427,301,0.25,855,0.21428571428571427,69,0.25,26,0.25,214,0.25,3,0.17857142857142858,4一般,1,0.21428571428571427,1非常消极,5,0.17857142857142858,6比较积极,4,0.21428571428571427,4一般,0,0.21428571428571427,4一般,26,0.17857142857142858,4一般,打篮球,抽烟,做家务,抽烟,129,0.21428571428571427,5有些积极,118,0.14285714285714285,5有些积极,46,0.14285714285714285,5有些积极,0,0.17857142857142858,5有些积极,6,0.14285714285714285,6比较积极,64,0.14285714285714285,5有些积极,冷静,暴力,温柔,不理智,男性,18,本科,5
271,272,2020/10/30 16:53:35,673秒,手机提交,直接访问,117.136.81.188(湖北-武汉),946,0.21428571428571427,1189,0.17857142857142858,1527,0.07142857142857142,1161,0.21428571428571427,1006,0.21428571428571427,1159,0.21428571428571427,524,0.21428571428571427,4一般,102,0.21428571428571427,6比较积极,265,0.25,1非常消极,590,0.21428571428571427,4一般,13,0.17857142857142858,4一般,18,0.14285714285714285,4一般,勾肩搭背,公共场合吸烟,撩头发,当着当事人八卦,931,0.14285714285714285,4一般,270,0.14285714285714285,4一般,149,0.14285714285714285,4一般,1,0.14285714285714285,4一般,951,0.14285714285714285,4一般,1,0.14285714285714285,4一般,宽容,心大,细心,太好奇,男性,19,本科,6
